ORIGID,CountyName,Covid Density,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
13,Limerick,Medium,194899,11/9/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2286,1172.915202,,,673892.6905,7206726912
14,Longford,Medium,40873,11/9/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,602,1472.854941,,,315245.1728,3097977869
15,Louth,Medium,128884,11/9/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1783,1383.414543,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/9/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1291,989.2189691,,,2101964.077,16036984139
17,Meath,Medium,195044,11/9/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3131,1605.278809,,,554844.7505,6658570746
18,Monaghan,Medium,61386,11/9/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1160,1889.681686,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/9/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1071,1373.763805,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/9/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,845,1309.184432,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/9/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,690,1052.872511,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/9/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1319,826.68455,,,781276.5797,11551196729
23,Waterford,Low,116176,11/9/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,827,711.8509847,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/9/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1468,1653.71184,,,422669.3327,5208705730
25,Wexford,Low,149722,11/9/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1138,760.0753396,,,589324.4767,6332221063
26,Wicklow,Low,142425,11/9/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1357,952.7821661,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/10/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,579,1017.00274,,,319348.5725,2432351721
2,Cavan,High,76176,11/10/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2106,2764.650284,,,515954.4965,5575009911
3,Clare,Medium,118817,11/10/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1391,1170.707895,,,1013948.95,8722541706
4,Cork,Medium,542868,11/10/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5864,1080.188923,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/10/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2445,1535.8812,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/10/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,25094,1862.458335,,,449433.5318,2612632655
7,Galway,Low,258058,11/10/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2445,947.4614234,,,1972288.286,17079158586
8,Kerry,Low,147707,11/10/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1238,838.1457886,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/10/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3875,1741.541725,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/10/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,862,868.6713963,,,453397.5722,5585391835
11,Laois,Medium,84697,11/10/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,916,1081.502296,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/10/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,242,755.2115841,,,453253.685,4618679673
13,Limerick,Medium,194899,11/10/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2317,1188.820876,,,673892.6905,7206726912
14,Longford,Medium,40873,11/10/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,605,1480.19475,,,315245.1728,3097977869
15,Louth,Medium,128884,11/10/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1812,1405.915397,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/10/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1300,996.1151509,,,2101964.077,16036984139
17,Meath,Medium,195044,11/10/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3144,1611.943972,,,554844.7505,6658570746
18,Monaghan,Medium,61386,11/10/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1167,1901.084938,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/10/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1088,1395.56958,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/10/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,847,1312.283094,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/10/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,694,1058.97612,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/10/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1330,833.5788108,,,781276.5797,11551196729
23,Waterford,Low,116176,11/10/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,838,721.3193775,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/10/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1475,1661.597387,,,422669.3327,5208705730
25,Wexford,Low,149722,11/10/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1141,762.0790532,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/10/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1388,974.5480077,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/11/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,578,1015.246259,,,319348.5725,2432351721
2,Cavan,High,76176,11/11/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2115,2776.465028,,,515954.4965,5575009911
3,Clare,Medium,118817,11/11/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1395,1174.074417,,,1013948.95,8722541706
4,Cork,Medium,542868,11/11/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5895,1085.899335,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/11/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2514,1579.225087,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/11/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,25220,1871.809963,,,449433.5318,2612632655
7,Galway,Low,258058,11/11/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2472,957.9241876,,,1972288.286,17079158586
8,Kerry,Low,147707,11/11/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1243,841.5308685,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/11/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3888,1747.384317,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/11/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,862,868.6713963,,,453397.5722,5585391835
11,Laois,Medium,84697,11/11/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,922,1088.586373,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/11/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,245,764.5737111,,,453253.685,4618679673
13,Limerick,Medium,194899,11/11/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2344,1202.674206,,,673892.6905,7206726912
14,Longford,Medium,40873,11/11/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,608,1487.534558,,,315245.1728,3097977869
15,Louth,Medium,128884,11/11/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1836,1424.536793,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/11/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1302,997.6476358,,,2101964.077,16036984139
17,Meath,Medium,195044,11/11/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3169,1624.761592,,,554844.7505,6658570746
18,Monaghan,Medium,61386,11/11/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1169,1904.34301,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/11/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1089,1396.852272,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/11/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,853,1321.579078,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/11/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,701,1069.657435,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/11/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1336,837.3393167,,,781276.5797,11551196729
23,Waterford,Low,116176,11/11/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,838,721.3193775,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/11/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1485,1672.862454,,,422669.3327,5208705730
25,Wexford,Low,149722,11/11/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1142,762.7469577,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/11/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1396,980.1649991,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/12/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,582,1022.272184,,,319348.5725,2432351721
2,Cavan,High,76176,11/12/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2126,2790.905272,,,515954.4965,5575009911
3,Clare,Medium,118817,11/12/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1403,1180.80746,,,1013948.95,8722541706
4,Cork,Medium,542868,11/12/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5938,1093.820229,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/12/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2537,1593.673049,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/12/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,25347,1881.23581,,,449433.5318,2612632655
7,Galway,Low,258058,11/12/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2486,963.3493246,,,1972288.286,17079158586
8,Kerry,Low,147707,11/12/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1252,847.6240124,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/12/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3906,1755.474059,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/12/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,868,874.717833,,,453397.5722,5585391835
11,Laois,Medium,84697,11/12/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,922,1088.586373,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/12/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,254,792.6600924,,,453253.685,4618679673
13,Limerick,Medium,194899,11/12/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2379,1220.632225,,,673892.6905,7206726912
14,Longford,Medium,40873,11/12/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,611,1494.874367,,,315245.1728,3097977869
15,Louth,Medium,128884,11/12/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1853,1437.726948,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/12/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1315,1007.608787,,,2101964.077,16036984139
17,Meath,Medium,195044,11/12/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3193,1637.066508,,,554844.7505,6658570746
18,Monaghan,Medium,61386,11/12/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1182,1925.520477,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/12/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1098,1408.396506,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/12/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,858,1329.325731,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/12/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,698,1065.079728,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/12/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1346,843.6068266,,,781276.5797,11551196729
23,Waterford,Low,116176,11/12/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,881,758.3321856,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/12/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1485,1672.862454,,,422669.3327,5208705730
25,Wexford,Low,149722,11/12/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1148,766.7543848,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/12/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1402,984.3777427,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/13/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,586,1029.29811,,,319348.5725,2432351721
2,Cavan,High,76176,11/13/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2128,2793.530771,,,515954.4965,5575009911
3,Clare,Medium,118817,11/13/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1410,1186.698873,,,1013948.95,8722541706
4,Cork,Medium,542868,11/13/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5965,1098.793814,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/13/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2563,1610.005528,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/13/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,25496,1892.294481,,,449433.5318,2612632655
7,Galway,Medium,258058,11/13/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2513,973.8120888,,,1972288.286,17079158586
8,Kerry,Low,147707,11/13/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1255,849.6550604,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/13/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3928,1765.361522,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/13/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,878,884.7952273,,,453397.5722,5585391835
11,Laois,Medium,84697,11/13/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,928,1095.670449,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/13/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,254,792.6600924,,,453253.685,4618679673
13,Limerick,Medium,194899,11/13/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2414,1238.590244,,,673892.6905,7206726912
14,Longford,Medium,40873,11/13/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,615,1504.660779,,,315245.1728,3097977869
15,Louth,Medium,128884,11/13/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1866,1447.813538,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/13/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1326,1016.037454,,,2101964.077,16036984139
17,Meath,Medium,195044,11/13/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3202,1641.680852,,,554844.7505,6658570746
18,Monaghan,High,61386,11/13/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1186,1932.036621,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/13/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1107,1419.94074,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/13/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,862,1335.523054,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/13/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,702,1071.183337,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/13/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1367,856.7685973,,,781276.5797,11551196729
23,Waterford,Low,116176,11/13/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,902,776.4082082,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/13/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1507,1697.645601,,,422669.3327,5208705730
25,Wexford,Low,149722,11/13/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1152,769.4260029,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/13/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1413,992.1011058,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/14/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,588,1032.811073,,,319348.5725,2432351721
2,Cavan,High,76176,11/14/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2134,2801.407267,,,515954.4965,5575009911
3,Clare,Medium,118817,11/14/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1413,1189.223764,,,1013948.95,8722541706
4,Cork,Medium,542868,11/14/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5981,1101.741123,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/14/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2597,1631.363385,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/14/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,25618,1901.349232,,,449433.5318,2612632655
7,Galway,Medium,258058,11/14/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2528,979.6247355,,,1972288.286,17079158586
8,Kerry,Low,147707,11/14/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1266,857.1022362,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/14/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3941,1771.204113,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/14/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,883,889.8339245,,,453397.5722,5585391835
11,Laois,Medium,84697,11/14/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,936,1105.115884,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/14/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,257,802.0222194,,,453253.685,4618679673
13,Limerick,Medium,194899,11/14/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2434,1248.851969,,,673892.6905,7206726912
14,Longford,Medium,40873,11/14/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,617,1509.553984,,,315245.1728,3097977869
15,Louth,Medium,128884,11/14/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1889,1465.659042,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/14/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1330,1019.102424,,,2101964.077,16036984139
17,Meath,Medium,195044,11/14/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3207,1644.244376,,,554844.7505,6658570746
18,Monaghan,High,61386,11/14/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1187,1933.665657,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/14/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1124,1441.746514,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/14/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,874,1354.115022,,,622494.1546,7278743876
