ORIGID,CountyName,Covid Density,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
3,Clare,Medium,118817,11/20/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1472,1238.879958,,,1013948.95,8722541706
4,Cork,Medium,542868,11/20/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,6204,1142.819249,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/20/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2748,1726.217398,,,2145085.774,14624041937
6,Dublin,High,1347359,11/20/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,26289,1951.150362,,,449433.5318,2612632655
7,Galway,Medium,258058,11/20/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2581,1000.162754,,,1972288.286,17079158586
8,Kerry,Low,147707,11/20/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1302,881.4748116,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/20/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,4019,1806.259663,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/20/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,929,936.1899387,,,453397.5722,5585391835
11,Laois,Medium,84697,11/20/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,950,1121.645395,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/20/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,264,823.8671826,,,453253.685,4618679673
13,Limerick,Medium,194899,11/20/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2613,1340.694411,,,673892.6905,7206726912
14,Longford,Medium,40873,11/20/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,629,1538.913219,,,315245.1728,3097977869
15,Louth,Medium,128884,11/20/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,2015,1563.421371,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/20/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1379,1056.648302,,,2101964.077,16036984139
17,Meath,Medium,195044,11/20/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3349,1717.048461,,,554844.7505,6658570746
18,Monaghan,High,61386,11/20/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1214,1977.649627,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/20/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1147,1471.248445,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/20/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,922,1428.482895,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/20/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,727,1109.330892,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/20/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1432,897.5074113,,,781276.5797,11551196729
23,Waterford,Low,116176,11/20/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,991,853.0161135,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/20/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1536,1730.314295,,,422669.3327,5208705730
25,Wexford,Low,149722,11/20/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1185,791.4668519,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/20/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1466,1029.313674,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/21/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,615,1080.236071,,,319348.5725,2432351721
2,Cavan,High,76176,11/21/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2168,2846.040748,,,515954.4965,5575009911
3,Clare,Medium,118817,11/21/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1478,1243.929741,,,1013948.95,8722541706
4,Cork,Medium,542868,11/21/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,6248,1150.92435,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/21/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2769,1739.409016,,,2145085.774,14624041937
6,Dublin,High,1347359,11/21/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,26415,1960.501989,,,449433.5318,2612632655
7,Galway,Medium,258058,11/21/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2590,1003.650342,,,1972288.286,17079158586
8,Kerry,Low,147707,11/21/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1303,882.1518276,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/21/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,4037,1814.349405,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/21/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,931,938.2054176,,,453397.5722,5585391835
11,Laois,Medium,84697,11/21/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,951,1122.826074,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/21/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,264,823.8671826,,,453253.685,4618679673
13,Limerick,Medium,194899,11/21/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2638,1353.521568,,,673892.6905,7206726912
14,Longford,Medium,40873,11/21/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,632,1546.253028,,,315245.1728,3097977869
15,Louth,Medium,128884,11/21/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,2029,1574.283852,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/21/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1386,1062.011999,,,2101964.077,16036984139
17,Meath,Medium,195044,11/21/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3358,1721.662804,,,554844.7505,6658570746
18,Monaghan,High,61386,11/21/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1218,1984.165771,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/21/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1147,1471.248445,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/21/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,926,1434.680218,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/21/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,728,1110.856794,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/21/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1440,902.5214192,,,781276.5797,11551196729
23,Waterford,Low,116176,11/21/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,993,854.7376394,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/21/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1538,1732.567309,,,422669.3327,5208705730
25,Wexford,Low,149722,11/21/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1188,793.4705654,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/21/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1468,1030.717922,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/22/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,615,1080.236071,,,319348.5725,2432351721
2,Cavan,High,76176,11/22/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2171,2849.978996,,,515954.4965,5575009911
3,Clare,Medium,118817,11/22/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1481,1246.454632,,,1013948.95,8722541706
4,Cork,Medium,542868,11/22/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,6274,1155.713728,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/22/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2783,1748.203427,,,2145085.774,14624041937
6,Dublin,High,1347359,11/22/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,26502,1966.959066,,,449433.5318,2612632655
7,Galway,Medium,258058,11/22/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2595,1005.587891,,,1972288.286,17079158586
8,Kerry,Low,147707,11/22/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1308,885.5369075,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/22/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,4044,1817.495416,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/22/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,953,960.3756853,,,453397.5722,5585391835
11,Laois,Medium,84697,11/22/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,953,1125.187433,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/22/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,263,820.7464736,,,453253.685,4618679673
13,Limerick,Medium,194899,11/22/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2648,1358.65243,,,673892.6905,7206726912
14,Longford,Medium,40873,11/22/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,634,1551.146233,,,315245.1728,3097977869
15,Louth,Medium,128884,11/22/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,2045,1586.698116,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/22/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1402,1074.271878,,,2101964.077,16036984139
17,Meath,Medium,195044,11/22/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3361,1723.200919,,,554844.7505,6658570746
18,Monaghan,High,61386,11/22/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1223,1992.31095,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/22/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1148,1472.531137,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/22/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,931,1442.426872,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/22/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,733,1118.486305,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/22/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1440,902.5214192,,,781276.5797,11551196729
23,Waterford,Low,116176,11/22/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,995,856.4591654,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/22/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1538,1732.567309,,,422669.3327,5208705730
25,Wexford,Low,149722,11/22/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1189,794.13847,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/22/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1475,1035.632789,,,427539.1986,5580728579
